"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"
NA,0.488720465300465,0.452913232653161,0.486234434839437,0.507150681616994,0.476137213876858,0.478168556158022,0.474581970856906,0.444829694192785,0.528625095402012,0.493402578420216,0.483176811227546,0.493304626314695,0.473088643842442,0.473770545876549,0.484205036241212
0.488720465300465,NA,0.439035225733942,0.477153351075434,0.505797056315755,0.462633660024419,0.488275165678422,0.478448676608543,0.464670178523287,0.522688045199495,0.513102585278852,0.489451051024401,0.472581031708193,0.443076130876747,0.478258922539619,0.473537268376458
0.452913232653161,0.439035225733942,NA,0.436059600248157,0.456101546750627,0.409351228440766,0.449374012199928,0.434896466186679,0.413727628032317,0.473217297206905,0.455310186636071,0.443365095011506,0.407783064890298,0.411917272597596,0.434931198896744,0.415630355636958
0.486234434839437,0.477153351075434,0.436059600248157,NA,0.498947916477696,0.458643381224663,0.483161903596982,0.490579545338276,0.450570622009532,0.507256468362449,0.497326079232557,0.479567778830986,0.465924748472862,0.42123357622069,0.471788818743942,0.462703827326477
0.507150681616994,0.505797056315755,0.456101546750627,0.498947916477696,NA,0.487083651749835,0.479764587490204,0.493829851036205,0.463274609326462,0.536146898482229,0.507281746500132,0.506210945761023,0.490356750493655,0.467558947115407,0.484059141191013,0.482939102718045
0.476137213876858,0.462633660024419,0.409351228440766,0.458643381224663,0.487083651749835,NA,0.462408655244649,0.463390964688417,0.431939687924937,0.49890697180499,0.479290172898998,0.454737494508149,0.44246832217032,0.432997713329869,0.453456905281382,0.445750944609029
0.478168556158022,0.488275165678422,0.449374012199928,0.483161903596982,0.479764587490204,0.462408655244649,NA,0.480537687169112,0.447127452416347,0.531737031668224,0.497377373429939,0.487396481798445,0.48071934585748,0.45288102869926,0.467596681387555,0.475377884880252
0.474581970856906,0.478448676608543,0.434896466186679,0.490579545338276,0.493829851036205,0.463390964688417,0.480537687169112,NA,0.44913421515544,0.521742059077894,0.494960075402757,0.489456181903265,0.486169125234557,0.46043518613151,0.472750096495999,0.476753193336582
0.444829694192785,0.464670178523287,0.413727628032317,0.450570622009532,0.463274609326462,0.431939687924937,0.447127452416347,0.44913421515544,NA,0.481799537626998,0.455376010451511,0.460915103072733,0.466258243421151,0.431641801459348,0.439885809388492,0.442916859234744
0.528625095402012,0.522688045199495,0.473217297206905,0.507256468362449,0.536146898482229,0.49890697180499,0.531737031668224,0.521742059077894,0.481799537626998,NA,0.536399889864901,0.532794490885368,0.516463863905331,0.499074927662823,0.516816938372246,0.491363302449098
0.493402578420216,0.513102585278852,0.455310186636071,0.497326079232557,0.507281746500132,0.479290172898998,0.497377373429939,0.494960075402757,0.455376010451511,0.536399889864901,NA,0.49736329699058,0.495267779980864,0.486622896972655,0.483298829406326,0.487039733821294
0.483176811227546,0.489451051024401,0.443365095011506,0.479567778830986,0.506210945761023,0.454737494508149,0.487396481798445,0.489456181903265,0.460915103072733,0.532794490885368,0.49736329699058,NA,0.477468541119313,0.457643398149267,0.476121763726335,0.474479271255852
0.493304626314695,0.472581031708193,0.407783064890298,0.465924748472862,0.490356750493655,0.44246832217032,0.48071934585748,0.486169125234557,0.466258243421151,0.516463863905331,0.495267779980864,0.477468541119313,NA,0.457277473416715,0.465444831603653,0.457404803491714
0.473088643842442,0.443076130876747,0.411917272597596,0.42123357622069,0.467558947115407,0.432997713329869,0.45288102869926,0.46043518613151,0.431641801459348,0.499074927662823,0.486622896972655,0.457643398149267,0.457277473416715,NA,0.45128804199887,0.431475586561668
0.473770545876549,0.478258922539619,0.434931198896744,0.471788818743942,0.484059141191013,0.453456905281382,0.467596681387555,0.472750096495999,0.439885809388492,0.516816938372246,0.483298829406326,0.476121763726335,0.465444831603653,0.45128804199887,NA,0.468331745400248
0.484205036241212,0.473537268376458,0.415630355636958,0.462703827326477,0.482939102718045,0.445750944609029,0.475377884880252,0.476753193336582,0.442916859234744,0.491363302449098,0.487039733821294,0.474479271255852,0.457404803491714,0.431475586561668,0.468331745400248,NA
