"target","pair","trans_intercept","trans_slope","env_intercept","env_slope","ges_intercept","ges_slope","f0_intercept","f0_slope","avg_dist","post","pre","prepost_change"
1,3004,3.16666666666667,-1.55011520309206,19.5,-9.56795246046479,14.1666666666667,-5.39867708663097,0.219778,0.00871774099769297,0.3766265,0,0.532492,0.532492
1,5006,2.66666666666667,-1.49666295470958,22.1666666666667,-3.68820513839146,16.5,-1.763924196622,0.107322833333333,-0.0426748318978696,0.2135975,0.189523,0.352086,0.162563
1,7008,5.33333333333334,-1.60356745147455,36.3333333333333,-15.9287700179805,43,-9.40759571531735,0.167408333333333,-0.0657484036003917,0.4277035,0.313376,0.180432,-0.132944
1,9010,2.33333333333333,-1.49666295470958,24.6666666666667,-16.1425790115104,23.8333333333333,-6.25391306075073,0.151451833333333,0.00974824689425889,0.438399,0.285676,0.325318,0.039642
1,13014,3.83333333333333,-2.19154218368188,21,-11.2249721603218,21,-10.583545179732,0.2478555,-0.00215289620810133,0.435569,0.408871,0.385181,-0.02369
1,15016,2.33333333333333,-1.49666295470958,17.8333333333333,-10.4231884345846,19.8333333333333,-8.28509849928516,0.144036666666667,-0.0289339158584326,0.6323245,0,0.34094,0.34094
1,17018,2.33333333333333,-1.71047194823952,34,-11.9733036376766,32.5,-6.78843554457558,0.182408333333333,-0.0158155581559064,0.337009,0.471812,0.426547,-0.045265
1,19020,2.33333333333333,-1.49666295470958,24.3333333333333,-5.34522483824849,28.6666666666667,-4.81070235442364,0.149262666666667,0.017971714951159,0.3639505,5.96046e-08,0.453762,0.4537619403954
1,21022,3,-1.28285396117964,40.5,-14.3786548148884,27.6666666666667,-2.45880342559431,0.195267666666667,0.0246547426619244,0.3757775,0.23079,0.295,0.06421
1,25026,1.83333333333333,-0.267261241912424,30.1666666666667,-5.61248608016092,36.1666666666667,-5.39867708663097,0.174479833333333,-0.0447148904096355,0.267367,0.0617023,0.377161,0.3154587
1,27028,3,-1.28285396117964,25.1666666666667,-9.88866595075971,19.6666666666667,-3.52784839324401,0.1937245,-0.0290615063753216,0.4401815,0.294241,0.41198,0.117739
1,35036,2,-1.60356745147455,21.6666666666667,-16.4632925018053,21.3333333333333,-16.7840059921003,0.224366,0.00501681422418647,0.32231,0,0.64462,0.64462
1,37038,2.33333333333333,-0.641426980589819,30.3333333333333,-10.2628316894371,22.3333333333333,-6.94879228972304,0.0646841666666667,-0.0171877308241332,0.3559555,0.252917,0.531878,0.278961
1,39040,2.16666666666667,-1.01559271926721,21,-9.94211819914219,18.5,-0.481070235442368,0.2362315,-0.0644261553321542,0.5007385,0.113248,0.466958,0.35371
1,41042,2.83333333333333,-2.51225567397679,28,-22.7706578109386,26.1666666666667,-2.08463768691692,0.236836333333333,-0.0138233928586912,0.2204945,0.652272,0.514659,-0.137613
1,43044,2.66666666666667,-2.24499443206437,26.8333333333333,-14.4855593116534,22.1666666666667,-7.96438500899025,0.146596666666667,-0.00452280854463556,0.433981,0.450776,0.585013,0.134237
1,45046,2.66666666666667,0.320713490294909,32.8333333333333,-8.39200299605013,26.8333333333333,-7.4298625251654,0.186675166666667,-0.00243758288298647,0.07424565,0.23656,0.228383,-0.00817699999999999
1,47048,1.66666666666667,-1.0690449676497,11,-10.476640682967,15.3333333333333,-1.81737644500449,0.134025666666667,-0.00417504821665914,0.444939,0,0.502298,0.502298
1,49050,3.33333333333333,-2.03118543853443,23.8333333333333,-19.7238796531369,27,-10.3697361862021,0.219643666666667,-0.0137342345083892,0.3821875,0.199435,0.392238,0.192803
1,51052,3.16666666666667,0.267261241912424,38.3333333333333,-8.23164625090268,25.8333333333333,-2.29844668044685,0.261032,0.0244787778602492,0.1490905,0.290158,0.445044,0.154886
1,53054,3.83333333333333,-2.19154218368188,34.1666666666667,-15.5546042793031,21.5,-5.29177258986601,0.210886333333333,-0.0237178316522762,0.4877095,0.255468,0.373736,0.118268
1,55056,4.5,-2.08463768691691,40.3333333333334,-29.1849276168368,31.6666666666667,-17.1047194823952,0.201560833333333,0.0215247393533912,0.4979375,0.171222,0.43988,0.268658
1,57058,6.83333333333334,-1.44321070632709,38.5,-14.3786548148884,21.3333333333333,-5.34522483824849,0.3076965,-0.0278447193931427,0.0928040596045,0.200539,0.363657,0.163118
1,63064,2,-0.32071349029491,38.6666666666667,-5.34522483824849,30.3333333333333,-8.12474175413771,0.208799333333333,-0.00358621824847771,0.2934415,0.218866,0.473318,0.254452
1,65066,3.33333333333333,-1.60356745147455,31.5,-27.4210034202147,23.5,-9.8886659507597,0.229324666666667,-0.0519807079845151,0.473008,0,0.368859,0.368859
1,67068,1.83333333333333,-1.12249721603218,22,-12.1871126312066,19.6666666666667,-2.35189892882934,0.1849505,-0.00956223306988792,0.210690589407,0.197812,0.739239,0.541427
1,69070,2.83333333333333,-1.22940171279715,31,-9.9421181991422,18.1666666666667,-4.43653661574624,0.3029645,0.0321612022590218,0.2116645,0.0974942,0.443163,0.3456688
1,75076,3.5,-0.908688222502244,27.8333333333333,-5.93319957045582,13.8333333333333,-1.22940171279715,0.314884,0.0256544066111736,0.3685875,1.19209e-07,0.312484,0.312483880791
1,77078,3.33333333333333,-1.60356745147455,36.1666666666667,-17.6926942146025,28.6666666666667,-9.51450021208231,0.219668666666667,-0.00781632228097079,0.3449265,0.397846,0.270187,-0.127659
1,81082,2.83333333333333,-2.51225567397679,25.8333333333333,-14.3786548148884,23.1666666666667,-6.46772205428068,0.101495666666667,-0.0581190572842629,0.17901,0.277038,0.501828,0.22479
1,99100,2.66666666666667,-2.67261241912424,33.5,-32.9800372519932,21.5,-16.3029357566579,0.183293833333333,-0.0271567889564601,0.4745795,0.118255,0.540222,0.421967
1,101102,1.83333333333333,-0.481070235442364,12.3333333333333,-8.01783725737273,19.8333333333333,-8.17819400252019,0.0798371666666667,-0.0716503336055438,0.1447205,0.226463,0.508327,0.281864
1,107108,4.33333333333333,-0.855235974119759,22.6666666666667,-13.2561575988562,20.6666666666667,-6.52117430266316,0.2349785,-0.0396697464938063,0.4115575,1.19209e-07,0.401725,0.401724880791
1,109110,4.33333333333333,-1.49666295470958,34.5,-14.0579413245935,34.8333333333333,-12.5612783698839,0.228575,-0.0300946848843067,0.3550585,0.171714,0.429397,0.257683
1,119120,4.33333333333333,-0.855235974119759,18,-4.16927537383382,20.3333333333333,-3.74165738677394,0.189709,-0.0363184508769697,0.2010825,0.531131,0.218373,-0.312758
1,121122,2,-1.60356745147455,21.8333333333333,-17.1581717307776,19.5,-9.46104796369982,0.244572833333334,-0.0268398171235521,0.3510185,0.715104,0.390557,-0.324547
1,123124,4.66666666666667,-3.10023040618412,34,-16.9978149856302,31.8333333333333,-9.56795246046479,0.156831833333333,0.0216058798664358,0.259424,0,0.364797,0.364797
1,131132,3.33333333333333,-0.962140470884728,20.5,-3.36749164809655,22.5,-5.18486809310103,0.3214665,-0.00900205350683945,0.1470785,0.261057,0.631076,0.370019
1,135136,2,-1.38975845794461,22.6666666666667,-7.16260128325297,20.3333333333333,-4.70379785765867,0.2311945,-0.0418094399965572,0.490266,0.143544,0.186482,0.042938
1,141142,6.16666666666667,-4.65034560927619,41,-21.5947083465239,43.1666666666667,-16.4098402534229,0.250437666666667,0.0072015145200754,0.2330055,0.239222,0.400132,0.16091
1,143144,2.66666666666667,-2.45880342559431,27.1666666666667,-25.2829134849154,26.6666666666667,-16.0356745147455,0.192147666666667,-0.0928285954849198,0.576401,0.11508,0.36634,0.25126
1,145146,4,-3.10023040618412,32,-9.40759571531734,20.8333333333333,-5.61248608016092,0.254113666666667,-0.00330313514104403,0.2850975,0.16871,0.298941,0.130231
2,3004,3.66666666666667,-2.1380899352994,25.8333333333333,-18.8686436790172,21.1666666666667,-8.92652547987498,0.214421,-0.0644940931398483,0.544611,0.520683,0.372723,-0.14796
2,5006,3.16666666666667,-2.19154218368188,25.6666666666667,-17.85305095975,16.5,-7.21605353163546,0.160235,-0.0668215109389185,0.2907005,0.230242,0.347388,0.117146
2,7008,2.5,-1.55011520309206,21,-11.8663991409116,29.5,-10.4231884345846,0.100093,-0.025196641556026,0.2369935,0.397258,0.320682,-0.076576
2,9010,2.83333333333333,-1.22940171279715,34.8333333333333,-8.81962098311001,32.3333333333333,-8.1247417541377,0.174730833333333,-0.0155625686643121,0.1937945,0.260863,0.199407,-0.061456
2,13014,5.66666666666667,-0.320713490294909,32.8333333333333,5.39867708663097,33.6666666666667,3.31403939971405,0.293836333333333,-0.0477421584967776,0.5210795,0.355476,0.618193,0.262717
2,15016,4.16666666666667,-0.694879228972304,26,-8.01783725737274,24,-6.7349832961931,0.1701465,-0.000143091668919916,0.0678629,0.116727,0.192886,0.076159
2,17018,3,-2.77951691588921,38.1666666666667,-18.7617391822522,37.3333333333333,-22.7706578109386,0.215691333333333,0.00567128355338161,0.3717645,0.0701309,0.522429,0.4522981
